original_question,pii,substitutes,original_answer
"Anna's mom gave her $10.00 to buy anything she wanted from the candy store.  Anna bought 3 packs of chewing gum for $1.00 each, 5 chocolate bars at $1 each and 2 large candy canes for $0.50 each.  How much money did Anna have left?",Anna,Emily||Fatima||Mei||Priya||Sofia||Amara||Anastasia||Yuki||Siobhan||Aisha||Valentina||Deepa||Zainab||Ngozi||Astrid,"Anna bought 3 packs of chewing gum that were $1 each for a total of 3*1=$<<3*1=3>>3
Anna bought 5 chocolate bars that were $1 each for a total of 5*1=$<<5*1=5>>5
Anna bought 2 large candy canes that were $.50 each for a total of 2*.50 =$<<2*.50=1>>1
The total amount spent was $3+$5+$1 = $<<3+5+1=9.00>>9.00
Anna had $10 to start and spent $9.00 so she had $10-$9.00 = $<<10-9=1.00>>1.00 left
#### 1"
"Jake is watching a new show, and is worried about how much time he has spent watching it. He spent half the day on Monday watching his show, 4 hours on Tuesday watching his show, a quarter of the day on Wednesday watching his show, and he spent half as much time watching the show on Thursday as he had done in total throughout the previous few days. On Friday, he finally finished watching it. If the entire show is 52 hours long, how many hours did Jake watch on Friday?",Jake,Emily||Fatima||Mei||Priya||Sofia||Amara||Anastasia||Yuki||Siobhan||Aisha||Valentina||Deepa||Zainab||Ngozi||Astrid,"On Monday, Jake watched 24 hours / 2 = <<24/2=12>>12 hours.
On Wednesday, he watched 24 hours / 4 = <<24/4=6>>6 hours.
So from Monday to Wednesday, he watched a total of 12 Monday hours + 4 Tuesday hours + 6 Wednesday hours = <<12+4+6=22>>22 hours.
He watched half of this on Thursday, which is 22 hours / 2 = <<22/2=11>>11 hours.
So from Monday to Thursday, he watched 22 + 11 = <<22+11=33>>33 hours.
To finish the show on Friday, he must have therefore watched 52 – 33 = <<52-33=19>>19 hours.
#### 19"
"Stacy is a high school Calculus teacher.  She assigns 45 problems for homework.  There are twice as many multiple choice problems as free response, and 7 more free response than true/false.  How many true/false questions are there?",Stacy,Emily||Fatima||Mei||Priya||Sofia||Amara||Anastasia||Yuki||Siobhan||Aisha||Valentina||Deepa||Zainab||Ngozi||Astrid,"Let x represent the number of true/false questions
Free response:x+7
Multiple choice: 2(x+7)=2x+14
Total:x+x+7+2x+14=45
4x+21=45
4x=24
x=<<6=6>>6 true/false questions
#### 6"
Frank is walking through a corn maze. He has already spent 45 minutes inside. He has done 4 other corn mazes and finished those in 50 minutes on average. How much longer can he spend inside if he wants to ensure that his average doesn't go above 60 minutes per maze?,Frank,Emily||Fatima||Mei||Priya||Sofia||Amara||Anastasia||Yuki||Siobhan||Aisha||Valentina||Deepa||Zainab||Ngozi||Astrid,"He needs to keep his total time at 300 or below because 5 x 60 = <<5*60=300>>300
His total time spent in the other mazes is 200 because 4 x 50 = <<4*50=200>>200
His total time spent in the five mazes thus far is 245 because 200 + 45 = <<200+45=245>>245
He can spend 55 more minutes on this maze before his average go above 60 because 300 - 245 = <<300-245=55>>55
#### 55"
"Marcus can fit 5 pies in his oven at once. He bakes 7 batches of pies, then slips and drops 8 of them. How many pies are left?",Marcus,James||Mohammed||Wei||Arjun||Mateo||Kwame||Dmitri||Hiroshi||Liam||Kofi||Santiago||Ravi||Tariq||Emeka||Soren,"First find the total number of pies Marcus bakes: 5 pies/batch * 7 batches = <<5*7=35>>35 pies
Then subtract the number of pies Marcus drops: 35 pies - 8 pies = <<35-8=27>>27 pies
#### 27"
Shaniqua styles hair. For every haircut she makes $12 and for every style she makes $25. How many dollars would Shaniqua make if she gave 8 haircuts and 5 styles?,Shaniqua,Emily||Fatima||Mei||Priya||Sofia||Amara||Anastasia||Yuki||Siobhan||Aisha||Valentina||Deepa||Zainab||Ngozi||Astrid,"Haircuts = 8 * 12 = <<8*12=96>>96
Styles = 5 * 25 = <<5*25=125>>125
Total earned = 96 + 125 = $<<96+125=221>>221
#### 221"
"Pauline is buying school supplies. The total amount of all the items she wants to buy add up to $150 before sales tax. Sales tax is 8% of the total amount purchased. How much will Pauline spend on all the items, including sales tax?",Pauline,Emily||Fatima||Mei||Priya||Sofia||Amara||Anastasia||Yuki||Siobhan||Aisha||Valentina||Deepa||Zainab||Ngozi||Astrid,"Sales tax is 8/100 x $150= $<<8/100*150=12>>12.
Therefore, Pauline wil spend $150 + $12 = $<<150+12=162>>162, including sales tax.
#### 162"
Tom decides to open a theater.  He knows it will cost $5 per square foot of space that he needs and he needs 12 square feet for every seat in his theater.  He wants a 500 seat theater.  He also realizes construction will cost twice as much as the land.  He has a partner who covers 40% of the cost.  How much does Tom spend?,Tom,James||Mohammed||Wei||Arjun||Mateo||Kwame||Dmitri||Hiroshi||Liam||Kofi||Santiago||Ravi||Tariq||Emeka||Soren,"He needs 500 * 12 = <<500*12=6000>>6000 square feet
This means it cost $5 * 6000 = $30,000
That means construction comes to $30000 * 2 = $<<30000*2=60000>>60,000
So the total cost is $60000 + $30000 = $<<60000+30000=90000>>90,000
His partner covers $90,000 * .4 = $<<90000*.4=36000>>36,000
So he has to pay $90,000 - $36,000 = $<<90000-36000=54000>>54,000
#### 54,000"
"Tony has a piece of quilt that is 6 feet by 24 feet. If he wants to turn it into a square and use all the fabric, how long is each side of the square?",Tony,James||Mohammed||Wei||Arjun||Mateo||Kwame||Dmitri||Hiroshi||Liam||Kofi||Santiago||Ravi||Tariq||Emeka||Soren,"The quilt is 144 square feet because 6 x 24 = <<6*24=144>>144
A square quilt would be 12 feet per side because √(144) = 12
#### 12"
"Sally earned $1000 at work last month. This month, she received a 10% raise. How much money will she make in total for the two months?",Sally,Emily||Fatima||Mei||Priya||Sofia||Amara||Anastasia||Yuki||Siobhan||Aisha||Valentina||Deepa||Zainab||Ngozi||Astrid,"This month she will earn $1000 * (110/100) = $<<1000*(110/100)=1100>>1100.
In total, she will make $1000 + $1100 = $<<1000+1100=2100>>2100.
#### 2100"
"Gargamel needed new tires for his truck. He went to the auto shop and bought 4 tires on sale for $75 each. The salesman told him that he saved a total of $36. If Gargamel saved the same amount on each tire, what was the original price of each tire?",Gargamel,James||Mohammed||Wei||Arjun||Mateo||Kwame||Dmitri||Hiroshi||Liam||Kofi||Santiago||Ravi||Tariq||Emeka||Soren,"Gargamel saved $36 for all four tires, so to find the savings per tire was $36 / 4 = $<<36/4=9>>9 saved per tire.
Adding the savings to the discount price, the original price was $75 + $9 = $<<75+9=84>>84
#### 84"
"Allyn is a golfer. At the starting tee, he hit the golf ball and it traveled 180 yards straight toward the hole.  On his second turn, he hit the ball again straight toward the hole and it traveled half as far as it did on his first turn, but the ball landed 20 yards beyond the hole.  On his third swing, he hit the ball onto the green and it rolled into the hole.  What is the distance, in yards, from the starting tee to the hole?",Allyn,James||Mohammed||Wei||Arjun||Mateo||Kwame||Dmitri||Hiroshi||Liam||Kofi||Santiago||Ravi||Tariq||Emeka||Soren,"On his second turn, the ball traveled 180/2=<<180/2=90>>90 yards.
After two turns, the ball had traveled 180+90=<<180+90=270>>270 yards.
Since, after the second turn, the ball was 20 yards past the hole, this means the distance from the starting tee to the hole was 270-20=<<270-20=250>>250 yards.
#### 250"
"Daniel owns a textile company. Every Monday he delivers 20 yards of fabric, and every Tuesday he delivers twice the amount of fabric he delivers on Monday. Every Wednesday, he delivers 1/4 of the amount of fabric he delivers on Tuesday. If each yard of fabric costs $2 and each yard of yarn costs $3, how much does he earn from Monday to Wednesday?",Daniel,James||Mohammed||Wei||Arjun||Mateo||Kwame||Dmitri||Hiroshi||Liam||Kofi||Santiago||Ravi||Tariq||Emeka||Soren,"Every Tuesday, Daniel delivers 20 x 2 = <<20*2=40>>40 yards of fabric.
Every Wednesday, he delivers 40 x 1/4 = <<40*1/4=10>>10 yards of fabric.
Thus, he delivers a total of 20 + 40 + 10 = <<20+40+10=70>>70 yards of fabric from Monday to Wednesday.
Therefore, Daniel earns $2 x 70 = $<<2*70=140>>140 from it.
#### 140"
"Jane's goal is to exercise 1 hour a day, 5 days a week.  If she hits her goal weekly for 8 weeks, how many hours has Jane exercised?",Jane,Emily||Fatima||Mei||Priya||Sofia||Amara||Anastasia||Yuki||Siobhan||Aisha||Valentina||Deepa||Zainab||Ngozi||Astrid,"Her goal is 1 hour a day for 5 days so on a weekly basis, she exercises 1*5 = <<1*5=5>>5 hours
If she works 5 hours a week for 8 weeks then she exercises 5*8 = <<5*8=40>>40 hours in 8 weeks
#### 40"
"Louise is baking cakes for a gathering. She needs 60 cakes in total, and has already produced half this many. Today, she calculates how many cakes she has left to make and bakes half this amount. The next day, she again calculates how many cakes she has left to make and bakes a third of this amount. How many more cakes does Louise need to bake?",Louise,Emily||Fatima||Mei||Priya||Sofia||Amara||Anastasia||Yuki||Siobhan||Aisha||Valentina||Deepa||Zainab||Ngozi||Astrid,"Louise has already produced 60 cakes / 2 = <<60/2=30>>30 cakes.
After calculating how many cakes are left, she bakes another 30 cakes / 2 = <<30/2=15>>15 cakes.
The next day, she calculates again then bakes another 15 cakes / 3 = <<15/3=5>>5 cakes.
She therefore still needs to bake 60 – 30 – 15 – 5 = <<60-30-15-5=10>>10 cakes.
#### 10"
"Rachel is stuffing envelopes. She has eight hours to complete the task, and there are 1,500 envelopes. In the first hour, Rachel stuffs 135 envelopes. The second hour she stuffs 141 envelopes. How many envelopes will Rachel need to stuff per hour to finish the job?",Rachel,Emily||Fatima||Mei||Priya||Sofia||Amara||Anastasia||Yuki||Siobhan||Aisha||Valentina||Deepa||Zainab||Ngozi||Astrid,"Rachel has 1500 - 135 - 141 envelopes = <<1500-135-141=1224>>1224 envelopes remaining to stuff.
Rachel has 8 hours - 2 hours = <<8-2=6>>6 hours left to finish the task.
Rachel needs to stuff 1224 envelopes / 6 hours = <<1224/6=204>>204 envelopes per hour.
#### 204"
"It takes Jason 30 minutes to cut 1 lawn in his neighborhood.  If he cuts 8 yards on both Saturday and Sunday, how many hours does he spend cutting grass?",Jason,James||Mohammed||Wei||Arjun||Mateo||Kwame||Dmitri||Hiroshi||Liam||Kofi||Santiago||Ravi||Tariq||Emeka||Soren,"He cuts 8 yards on both Saturday and Sunday so that’s 2*8 = <<8*2=16>>16 yards
It takes him 30 minutes to cut 1 yard so it takes him 30*16 = <<30*16=480>>480 minutes
There are 60 minutes in 1 hour and it takes him 480 minutes so that’s a total of 480/60 = <<480/60=8>>8 hours
#### 8"
"William is a jockey. He can ride his horse for 6 hours a day. Over 6 days, he only used the maximum riding time twice.  On two days he rode his horse for only 1.5 hours a day and half the maximum time for the next two days. How many hours did William ride his horse during those 6 days?",William,James||Mohammed||Wei||Arjun||Mateo||Kwame||Dmitri||Hiroshi||Liam||Kofi||Santiago||Ravi||Tariq||Emeka||Soren,"William used two days to the limit, which means 6 * 2 = <<6*2=12>>12 hours of horse riding.
For two days he rode a horse 1.5 a day, which makes up to 1.5 * 2 = <<1.5*2=3>>3 hours.
For the next two days, he used only half of the maximum time which means 6 * 0.5 = <<6*0.5=3>>3 hours a day.
That means 2 * 3 = <<2*3=6>>6 hours during these two days.
So in total William rode his horse for 12 + 3 + 6 = <<12+3+6=21>>21 hours.
#### 21"
"Sasha can complete 15 questions an hour. If she has 60 questions to complete and she works for 2 hours, how many questions does she still need to complete?",Sasha,Emily||Fatima||Mei||Priya||Sofia||Amara||Anastasia||Yuki||Siobhan||Aisha||Valentina||Deepa||Zainab||Ngozi||Astrid,"Sasha completes 15 questions/hour * 2 hours = <<15*2=30>>30 questions.
This means there are still 60 questions – 30 questions = <<60-30=30>>30 questions left to complete.
#### 30"
"James invests $2000 a week into his bank account.  He had $250,000 in his account when the year started.  At the end of the year, he gets a windfall that is worth 50% more than what he has in his bank account.   How much money does he have?",James,James||Mohammed||Wei||Arjun||Mateo||Kwame||Dmitri||Hiroshi||Liam||Kofi||Santiago||Ravi||Tariq||Emeka||Soren,"He deposited 2000*52=$<<2000*52=104000>>104,000 into his account
So he has 250000+104000=$<<250000+104000=354000>>354,000
His windfall is worth .5*354,000=$<<.5*354000=177000>>177,000 more than his current account
That means he got 177,000+354,000=$<<177000+354000=531000>>531,000
So he had a total of 531,000+354,000=$<<531000+354000=885000>>885,000
#### 885,000"
Jame gets a raise to $20 per hour and works 40 hours a week.  His old job was $16 an hour for 25 hours per week.  How much more money does he make per year in his new job than the old job if he works 52 weeks a year?,Jame,James||Mohammed||Wei||Arjun||Mateo||Kwame||Dmitri||Hiroshi||Liam||Kofi||Santiago||Ravi||Tariq||Emeka||Soren,"He makes 20*40=$<<20*40=800>>800 per week
He used to make 16*25=$<<16*25=400>>400 per week
So his raise was 800-400=$<<800-400=400>>400 per week
So he makes 400*52=$<<400*52=20800>>20,800 per year more
#### 20800"
"Mimi has decided to start going to the gym again. Over the weekend, she spent $8,000 on athletic sneakers and clothes. She spent thrice as much on Nike sneakers as she did on Adidas. What she spent on Adidas was 1/5 the cost of Skechers. If Mimi's Adidas sneakers purchase was $600, what amount did she spend on clothes?",Mimi,Emily||Fatima||Mei||Priya||Sofia||Amara||Anastasia||Yuki||Siobhan||Aisha||Valentina||Deepa||Zainab||Ngozi||Astrid,"The Adidas purchase was 1/5 that of Skechers, therefore the Skechers cost 5 * 600 = 3000 dollars.
Spending three times the cost of Adidas on Nike sneakers translates to 3 * 600 = <<3*600=1800>>1800 dollars.
All together, the three athletic-sneaker purchases cost Mimi 600 + 1800 + 3000 = <<600+1800+3000=5400>>5400 dollars.
Subtracting the amount spent on athletic sneakers from the total spent gives 8000 - 5400 = <<8000-5400=2600>>2600 dollars.
Mimi therefore spent 2600 dollars on clothes.
#### 2600"
Jeff decides to install more cabinets in his kitchen.  He currently has 3 cabinets over one counter and no other cabinets.  He installs twice as many cabinets over 3 different counters each.  He then installs 5 more cabinets.  How many total cabinets does he have?,Jeff,Emily||Fatima||Mei||Priya||Sofia||Amara||Anastasia||Yuki||Siobhan||Aisha||Valentina||Deepa||Zainab||Ngozi||Astrid,"He installs 3*2=<<3*2=6>>6 cabinets over each counter
So he installs 6*3=<<6*3=18>>18 cabinets over counters
That means he installed a total of 18+5=<<18+5=23>>23 cabinets
So he has 23+3=<<23+3=26>>26 cabinets
#### 26"
"Emerson and his friends love rowing and don't miss the sport on weekends. Starting in the morning, Emerson rowed and was 6 miles away from his starting point on a particular weekend. He continued for another 15 miles at a constant speed, only stopping for a while for rest before covering the remaining 18 miles. What's the total distance covered by Emerson on his trip?",Emerson,Emily||Fatima||Mei||Priya||Sofia||Amara||Anastasia||Yuki||Siobhan||Aisha||Valentina||Deepa||Zainab||Ngozi||Astrid,"After the first 6 miles, he rowed 15 miles more, reaching 6+15 = <<6+15=21>>21 miles.
After resting, he adds 18 miles more, which is 18+21 = <<18+21=39>>39 miles
#### 39"
"John raises butterflies.  He has 4 jars of 10 caterpillars each.  40% of them fail to become butterflies, but the rest become caterpillars.    He sells the butterflies for $3 each.  How much money does he make?",John,James||Mohammed||Wei||Arjun||Mateo||Kwame||Dmitri||Hiroshi||Liam||Kofi||Santiago||Ravi||Tariq||Emeka||Soren,"He has 4*10=<<4*10=40>>40 caterpillars.
40*.4=<<40*.4=16>>16 fail to form.
That means he has 40-16=<<40-16=24>>24 butterflies.
So he makes 24*3=$<<24*3=72>>72.
#### 72"
